name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
"New Apartment near Beach, City, Airport and Tivoli",,Amager st,55.6663,12.62396,Entire home/apt,1056.0,3,17,0.33,1,0,5,
Lækker lys lejlighed ved Kongens Have,,Indre By,55.68154,12.58295,Entire home/apt,750.0,2,21,0.39,1,0,0,
Cozy room with own bathroom,,Vanlse,55.69294,12.47155,Private room,450.0,1,37,0.7,1,0,16,
The Churchill Two - IntoThisPlace,,Indre By,55.68745,12.59574,Entire home/apt,1904.0,1,57,1.08,13,312,9,
Warm and cosy room in Inner City,,Indre By,55.68139,12.57207,Private room,230.0,21,8,0.16,1,0,1,
"Big family apartment 140 m2, central Frederiksberg",,Frederiksberg,55.68116,12.52284,Entire home/apt,1350.0,4,15,0.29,1,5,1,
Cozy apartment. Great location by the Metro.,,Frederiksberg,55.68664,12.53307,Entire home/apt,890.0,3,15,0.29,1,0,0,
Cute apartment and fantastic location,,Nrrebro,55.69243,12.55817,Entire home/apt,1300.0,2,28,0.53,1,45,19,
Frederiksberg right next to train and Metro,,Frederiksberg,55.67874,12.50099,Private room,1000.0,3,4,0.08,1,0,0,
Charming apartment in quiet and central location,,Valby,55.66339,12.52059,Entire home/apt,550.0,5,5,0.13,1,0,0,
Large room in Copenhagen close to everything,,Amager Vest,55.65918,12.60466,Private room,1050.0,2,12,0.23,2,56,0,
Home away from home,,Amager Vest,55.667,12.59539,Entire home/apt,1000.0,5,16,0.31,1,0,2,
Lovely and clean apartment w. terrace in Vesterbro,,Vesterbro-Kongens Enghave,55.66809,12.55354,Entire home/apt,650.0,5,6,0.11,1,0,0,
"Charming, spacious flat in the heart of Vesterbro",,Vesterbro-Kongens Enghave,55.66557,12.54972,Entire home/apt,1300.0,3,11,0.22,1,0,3,
Great Scandinavian family apartment,,Bispebjerg,55.6981,12.5284,Entire home/apt,899.0,3,15,0.29,1,0,1,
Top location @ Forum metro station /Værnedamsvej,,Frederiksberg,55.6759,12.54906,Entire home/apt,950.0,2,9,0.22,1,0,0,
Super lys pent house lejlighed tæt ved søerne,,Nrrebro,55.69399,12.56201,Entire home/apt,1100.0,3,14,0.27,1,0,0,
Lovely modern townhouse in green area,,Indre By,55.68685,12.61515,Entire home/apt,2150.0,7,6,0.12,1,203,0,
New studio apartment in Amager at Robert Jacobsens,,Amager Vest,55.61916,12.57184,Entire home/apt,7429.0,1,1,0.04,82,0,0,
"In the heart of Nørrebro, CPH with 2 free bikes",,Nrrebro,55.69485,12.55357,Entire home/apt,800.0,3,18,0.35,1,0,0,
New studio apartment in Amager at Robert,,Amager Vest,55.61744,12.57254,Entire home/apt,7429.0,1,3,0.12,82,0,0,
Charming family friendly villa close to the city.,,Frederiksberg,55.68397,12.4971,Entire home/apt,1050.0,4,12,0.24,1,0,1,
**An authentic 130 sqm experience**,,Indre By,55.67969,12.57583,Entire home/apt,2047.0,2,94,1.78,1,35,32,
Lovely family Home close to City center,,Amager Vest,55.64561,12.59545,Entire home/apt,754.0,3,4,0.08,1,4,0,
Cosy Vintage Studio in NorthWest CPH,,Bispebjerg,55.70442,12.53233,Entire home/apt,414.0,4,18,0.34,1,0,0,
Vanløse Villa,,Vanlse,55.69292,12.49235,Entire home/apt,949.0,3,0,,1,0,0,
Valby - Close To Public Transport - Valby Tingsted - Attractive Location (474-1),,Valby,55.66637,12.51553,Entire home/apt,669.0,1,1,0.03,179,0,0,
Valbyinn,,Valby,55.65882,12.52099,Private room,399.0,2,40,0.76,2,0,12,
Hip flat in the coolest part of town!,,Vesterbro-Kongens Enghave,55.66779,12.54943,Entire home/apt,1650.0,4,28,0.53,1,6,11,
A home away from home! Inc. Free bikes!,,Indre By,55.68899,12.57387,Entire home/apt,1900.0,3,15,0.29,1,162,5,
"Lovely, sunny apartment close to Nørrebro station",,Bispebjerg,55.70066,12.53509,Entire home/apt,700.0,3,4,0.1,1,0,0,
Close To Tivoli - Close To Main Train Station - Istedgade - The Cozy Neighbourhood (484-1),,Vesterbro-Kongens Enghave,55.67033,12.56196,Entire home/apt,982.0,1,1,0.03,179,0,0,
Wildersgade - Close To Christiania - Wildersgade - 2 Bedrooms (635-1),,Indre By,55.67364,12.59315,Entire home/apt,1487.0,1,1,0.02,179,0,0,
Vesterbro - The Cozy Neighbourhood - 1 Bedroom - Close To Central Station (655-1),,Vesterbro-Kongens Enghave,55.67252,12.55862,Entire home/apt,1026.0,1,3,0.07,179,0,2,
Frederiksberg - Godthåbsvej - 2 Bedrooms - Private Garden (701-1),,Frederiksberg,55.68895,12.51961,Entire home/apt,1301.0,1,0,,179,0,0,
Østerbro - The Quiet Neighbourhood - Silkeborggade - 2 Bedrooms (720-1),,sterbro,55.70356,12.58387,Entire home/apt,1331.0,1,13,0.86,179,5,9,
Amager - Full House - Free Parking - Tønnesvej - Space For 6 - Garden (1232-1),,Amager st,55.64459,12.6205,Entire home/apt,1688.0,1,2,0.06,179,0,0,
Nørrebro - 3 People - Nørrebrogade - 1 Bedroom Hip Location (1254-1),,Nrrebro,55.69445,12.54949,Entire home/apt,1004.0,1,0,,179,0,0,
Frederiksberg - Space For 5 People - Stockflethsvej - 3 Bedrooms (1263-1),,Frederiksberg,55.68887,12.5179,Entire home/apt,1220.0,1,0,,179,0,0,
Frederiksberg - 6 People - Lykkesholms Alle - Perfect For Family (1269-1),,Frederiksberg,55.67734,12.54999,Entire home/apt,2127.0,1,4,0.08,179,0,3,
"Cozy, bright and spacious apartment in Copenhagen",,Nrrebro,55.69791,12.55276,Entire home/apt,800.0,2,23,0.45,1,0,3,
"Town house close to beach, forrest and City center",,sterbro,55.71359,12.57484,Entire home/apt,2786.0,2,12,0.23,1,345,10,
Lovely apartment (70sqm.) with two sunny balconies,,Nrrebro,55.69637,12.54516,Entire home/apt,940.0,3,14,0.27,1,0,2,
Perfect apartment for families with children,,Vesterbro-Kongens Enghave,55.6715,12.55708,Entire home/apt,1200.0,4,27,0.52,1,9,9,
Cosy apartment in the charming Sydhavnen.,,Vesterbro-Kongens Enghave,55.64838,12.5287,Entire home/apt,850.0,4,11,0.21,1,0,6,
Beautiful designed flat in the best spot!,,Nrrebro,55.68814,12.55377,Entire home/apt,950.0,3,12,0.23,1,0,4,
"Hyggelig lejlighed, perfekt til to personer.",,sterbro,55.70835,12.56595,Entire home/apt,750.0,7,13,0.26,1,61,2,
Cozy house with a garden close to Copenhagen city,,Amager Vest,55.64685,12.59433,Entire home/apt,950.0,3,35,0.68,1,0,11,
Charming apartment in Copenhagen,,Amager st,55.66371,12.60132,Entire home/apt,750.0,3,16,0.31,1,0,5,
"Stor, lys lejlighed / Big, bright apartment",,Brnshj-Husum,55.70472,12.50819,Entire home/apt,700.0,3,11,0.21,2,0,5,
Bright apt in Central Cph with balconies,,Indre By,55.67278,12.59517,Entire home/apt,1050.0,5,2,0.04,1,87,0,
"Central classic flat, good for runners.",,Indre By,55.68823,12.57243,Entire home/apt,1450.0,3,7,0.14,1,35,0,
"The Churchill One, Into This Place",,Indre By,55.6882,12.59515,Entire home/apt,1928.0,1,40,0.77,13,327,4,
"Parkview, 2balconies, carrierbike",,Vesterbro-Kongens Enghave,55.66673,12.54109,Entire home/apt,1600.0,5,18,0.35,1,40,6,
"Soulful Appartment in charming area, Copenhagen V",,Vesterbro-Kongens Enghave,55.66598,12.54758,Entire home/apt,1000.0,7,12,0.23,1,81,0,
"Cosy apartment near the city, beach & the airport",,Amager st,55.65343,12.61861,Entire home/apt,650.0,3,17,0.33,1,0,2,
Villa apartment w/ garden,,Amager st,55.65996,12.61837,Entire home/apt,1800.0,3,53,1.02,1,74,8,
Cozy and spacious family-friendly villa and garden,,Vanlse,55.69217,12.47093,Entire home/apt,1200.0,5,7,0.14,1,0,0,
"Clean, modern apartment great for summer holidays",,Nrrebro,55.69688,12.54506,Entire home/apt,1000.0,5,0,,1,0,0,
Apartment in The Meatpacking District,,Vesterbro-Kongens Enghave,55.66746,12.5558,Entire home/apt,300.0,7,7,0.13,1,0,0,
True Copenhagen Vesterbro experience!,,Vesterbro-Kongens Enghave,55.66556,12.5546,Entire home/apt,1500.0,5,3,0.06,1,0,0,
Balcony Bolt-Hole in a Cool Brick Building in the Center,,Vesterbro-Kongens Enghave,55.66531,12.54005,Entire home/apt,1000.0,4,26,0.51,1,0,1,
Cosy top-lejlighed med to altaner på Frederiksberg,,Frederiksberg,55.68579,12.53254,Entire home/apt,644.0,5,21,0.4,1,0,4,
Home Sweet Home,,Bispebjerg,55.70769,12.52463,Private room,260.0,2,3,0.06,1,0,0,
Beautiful apartment in the old part of Copenhagen,,Indre By,55.68774,12.59054,Entire home/apt,1067.0,7,3,0.06,1,0,2,
Light apartment in Copenhagen,,Vanlse,55.6938,12.49067,Entire home/apt,600.0,2,8,0.16,1,0,0,
Modern Decorated Flat Next to The Royal Palace,,Indre By,55.68816,12.59472,Entire home/apt,3882.0,3,2,0.04,3,365,0,
Balconies & Light at May’s,,Bispebjerg,55.70307,12.53367,Entire home/apt,840.0,4,9,0.17,1,50,3,
Lovely room close to the city centre and harbour.,,Amager Vest,55.66658,12.58029,Private room,775.0,1,45,0.86,1,9,15,
Stor og lys hjørnelejlighed på Vesterbro,,Vesterbro-Kongens Enghave,55.66299,12.54945,Entire home/apt,929.0,3,5,0.1,1,0,0,
Modern Copenhagen villa with garden,,Brnshj-Husum,55.6999,12.4978,Entire home/apt,2250.0,5,6,0.12,1,22,2,
Charming house in the heart of Nørrebro,,Nrrebro,55.68855,12.56074,Entire home/apt,1800.0,4,16,0.32,1,79,7,
Cozy family Townhouse 15 min walk to center,,Indre By,55.68966,12.58425,Entire home/apt,2000.0,7,21,0.49,2,21,0,
Østerbro - Charming Townhouse - Close To Lakes - Voldmestergade - 6 People (1267-1),,Indre By,55.6926,12.57716,Entire home/apt,1443.0,1,3,0.06,179,0,0,
Green Scandi Style Apt. + Balcony next to Subway,,Frederiksberg,55.686462,12.533619,Entire home/apt,1200.0,2,16,0.52,1,0,11,
Big and bright apartment in vibrant Nørrebro,,Nrrebro,55.68906,12.55618,Entire home/apt,1000.0,2,6,0.12,1,0,1,
Room with a view in City Center,,Vesterbro-Kongens Enghave,55.65978,12.5578,Private room,585.0,1,2,0.04,1,0,0,
"The Churchill Three, Into This Place",,Indre By,55.68743,12.59576,Entire home/apt,1878.0,1,53,1.02,13,336,18,
"1716 Nyhavn, 2 deluxe suites modern & fresh.",,Indre By,55.68101,12.59038,Entire home/apt,4840.0,2,21,0.4,2,0,0,
Charming two-bedroom apartment with balcony,,Indre By,55.68006,12.57472,Entire home/apt,3000.0,3,6,0.12,1,172,2,
★236m2 Historic Nobility Luxury Home 5★Cleaning★,,Indre By,55.68343,12.59266,Entire home/apt,2485.0,1,45,0.9,9,312,21,
Bjelkes Alle - Little Berlin - The Berlin Neighbourhood (374-1),,Nrrebro,55.69321,12.54277,Entire home/apt,1123.0,1,1,0.02,179,0,0,
Cozy apartment 300 meter from metro,,Amager st,55.66165,12.60802,Entire home/apt,699.0,3,14,0.27,1,0,9,
Dream Vesterbro home for families with kids,,Vesterbro-Kongens Enghave,55.66611,12.54634,Entire home/apt,1800.0,5,13,0.25,1,7,3,
Central and authentic in the middle of Vesterbro,,Vesterbro-Kongens Enghave,55.66765,12.55686,Entire home/apt,1100.0,2,58,1.13,1,87,30,
Cozy apartment in the best part of Copenhagen,,Vesterbro-Kongens Enghave,55.66732,12.53665,Entire home/apt,1000.0,1,46,0.88,1,266,5,
"Modern apartment close to airport, city and beach",,Amager st,55.66316,12.62844,Entire home/apt,750.0,2,37,0.74,1,0,9,
Walk home from Tivoli!,,Amager Vest,55.66382,12.57987,Entire home/apt,1500.0,4,31,0.6,1,347,13,
"Nice and cozy flat in the heart of Nørrebro, CPH",,Nrrebro,55.69757,12.54411,Entire home/apt,750.0,2,15,0.34,1,0,8,
Charming old house,,Brnshj-Husum,55.71056,12.51084,Entire home/apt,995.0,5,16,0.35,1,4,2,
"Central, family friendly house. 15 min to Beach.",,Valby,55.66838,12.48341,Entire home/apt,1550.0,5,2,0.26,1,47,2,
Klassisk Art-Nouveau lejlighed på Nørrebro,,Nrrebro,55.69648,12.54722,Entire home/apt,2464.0,5,1,0.5,1,27,1,
Cool loft in the heart of Copenhagen,,Indre By,55.68376,12.58399,Entire home/apt,1311.0,3,14,0.27,1,14,2,
Spacious sunny 3 bedroom home in hip Nørrebro,,Nrrebro,55.69898,12.53841,Entire home/apt,1175.0,3,29,0.57,1,0,0,
Vesterbro - Carlsberg Byen - 2 Bedrooms - Jerichausgade - Familyperfect (1277-1),,Vesterbro-Kongens Enghave,55.6687,12.53695,Entire home/apt,1324.0,1,1,0.08,179,0,1,
Spacious modern apt. in cultural trendy area,,Nrrebro,55.69753,12.55256,Entire home/apt,800.0,4,5,0.1,1,0,3,
Townhouse with terrace in child friendly area.,,Amager Vest,55.62222,12.57484,Entire home/apt,1600.0,7,3,0.06,1,210,0,
House with a little garden in the suburbs of Cph,,Valby,55.65724,12.50101,Entire home/apt,600.0,3,5,0.46,1,83,5,
Authentic Danish Apartment in Prime Location,,Indre By,55.68125,12.58715,Entire home/apt,1321.0,2,147,2.81,6,49,46,
Charming villa in very peaceful surroundings,,Vanlse,55.69645,12.46826,Entire home/apt,999.0,6,3,0.06,1,0,1,
Nice apartment in a popular area. Close to metro,,Frederiksberg,55.68015,12.55128,Entire home/apt,999.0,3,28,0.53,1,83,0,
Charming 2 rooms apartment in hottest area of cph!,,Nrrebro,55.69039,12.5599,Entire home/apt,697.0,4,1,0.02,2,0,0,
Perfekt beliggenhed til jeres Københavnertur,,Frederiksberg,55.67978,12.54871,Entire home/apt,1675.0,5,6,0.11,1,0,1,
Roomy townhouse on quiet street,,Frederiksberg,55.69211,12.53031,Entire home/apt,950.0,5,5,0.1,1,48,0,
Bright and spacious apt in the hip area Vesterbro,,Vesterbro-Kongens Enghave,55.66448,12.54952,Entire home/apt,1150.0,5,13,0.25,1,11,2,
"Beautiful, spacious apartment, central Vesterbro",,Vesterbro-Kongens Enghave,55.66766,12.552,Entire home/apt,1000.0,3,33,0.64,1,0,0,
"Spacious, centrally located apartment w/elevator",,sterbro,55.70823,12.58132,Entire home/apt,1200.0,5,8,0.16,1,0,1,
Charme på indre Frederiksberg,,Frederiksberg,55.67742,12.54961,Private room,495.0,2,26,0.5,1,0,0,
Beautiful large villa near metro and beach,,Amager st,55.64594,12.63084,Entire home/apt,4000.0,7,18,0.35,1,214,4,
Modern townhouse in wonderful Copenhagen,,Vesterbro-Kongens Enghave,55.64338,12.53161,Entire home/apt,700.0,6,1,0.45,1,0,1,
Copenhagen home with cats and garden,,Amager Vest,55.64762,12.61166,Entire home/apt,892.0,3,12,0.3,1,2,4,
CENTRAL boutique balcony apartment,,Nrrebro,55.68906,12.56065,Entire home/apt,1700.0,5,10,0.2,1,0,3,
"Valbyinn, nice room",,Valby,55.66082,12.52298,Private room,500.0,2,34,0.65,2,0,6,
"Lækker, lys Vesterbro-lejlighed ved Sdr. Boulevard",,Vesterbro-Kongens Enghave,55.66589,12.55401,Entire home/apt,1200.0,3,40,0.78,1,142,21,
Perfect house stay in Copenhagen,,Amager Vest,55.6357,12.58628,Entire home/apt,800.0,4,3,0.07,1,0,1,
Cozy apartment next to the meatpacking district,,Vesterbro-Kongens Enghave,55.67115,12.56289,Entire home/apt,1000.0,3,22,0.43,1,1,4,
Clean and bright room - scandinavian design <3,,sterbro,55.71242,12.56623,Private room,400.0,2,69,1.32,1,0,0,
Quiet apartment full of light in the old center,,Indre By,55.68684,12.58752,Entire home/apt,1700.0,2,34,0.66,1,0,6,
Copenhagen Apartment good location and nice view,,Amager Vest,55.65896,12.56937,Entire home/apt,1144.0,5,29,0.56,1,0,7,
Lejlighed med god beliggenhed på Frederiksberg,,Frederiksberg,55.67094,12.53881,Entire home/apt,350.0,3,7,0.14,1,0,1,
Bright and cozy 118 m2 central Copenhagen,,Vesterbro-Kongens Enghave,55.664551,12.547447,Entire home/apt,1300.0,5,26,0.5,1,32,7,
10 min from City center,,Amager st,55.66603,12.60371,Private room,380.0,3,5,0.1,1,0,3,
Copenhagen Farmhouse,,Brnshj-Husum,55.71132,12.46761,Entire home/apt,1600.0,4,12,0.23,1,159,3,
OllieMollieHouse 2,,sterbro,55.70638,12.56009,Private room,600.0,2,32,0.61,2,34,14,
Flot familievenlig lejlighed med solrig terrasse,,Frederiksberg,55.68965,12.51898,Entire home/apt,1150.0,1,24,4.59,1,24,24,
Tranquil and Minimalist Apartment with a Balcony,,Frederiksberg,55.68227,12.53528,Entire home/apt,711.0,2,22,0.42,1,1,7,
Beautifully furnished Nørrebro home,,Nrrebro,55.70102,12.54783,Entire home/apt,1400.0,10,4,0.08,1,0,0,
Attractive apartment in the heart of Nørrebro,,Nrrebro,55.69265,12.54435,Entire home/apt,700.0,4,72,1.37,1,307,0,
125 sqm apartment Centrally located in Copenhagen,,Nrrebro,55.68356,12.55706,Entire home/apt,3000.0,1,36,0.69,1,180,6,
Rooftop apartment with balcony close to central,,Vesterbro-Kongens Enghave,55.67276,12.55861,Entire home/apt,600.0,1,17,0.33,1,0,1,
"Spacious, cosy and quiet top-floor apartment",,Nrrebro,55.68484,12.55844,Entire home/apt,955.0,1,26,0.64,1,0,10,
Cosy little apartment in the center of Kbh,,Vesterbro-Kongens Enghave,55.6696,12.5638,Entire home/apt,750.0,4,15,0.29,1,0,3,
Charming apartment in Copenhagen,,Bispebjerg,55.70364,12.53068,Entire home/apt,650.0,4,13,0.25,1,0,0,
Spaceous apartment with a great view of the city,,Indre By,55.68562,12.61607,Entire home/apt,700.0,6,7,0.14,1,0,3,
Cute apartment ideal for a weekend stay,,Amager Vest,55.66094,12.60283,Entire home/apt,2000.0,2,13,0.25,1,0,0,
A bright family home with lovely garden,,Frederiksberg,55.67575,12.54798,Entire home/apt,1500.0,4,2,0.04,2,0,1,
Amazingly located cozy Nørrebro apartment,,Nrrebro,55.69244,12.55493,Entire home/apt,600.0,5,10,0.19,1,0,2,
"Next to the beach.Near airport, metro & citycenter",,Amager st,55.65913,12.63237,Private room,1050.0,2,6,0.12,1,363,4,
Sankt Annæ Gade,,Indre By,55.67436,12.59186,Entire home/apt,500.0,180,0,,1,365,0,
Meatpacking District with new sunny Balcony,,Vesterbro-Kongens Enghave,55.67013,12.55684,Entire home/apt,750.0,4,16,0.32,1,67,2,
Tiny house at Amager Beach Park,,Amager st,55.65005,12.6329,Entire home/apt,1000.0,21,3,0.06,2,44,1,
Lys og smuk lejlighed i hjertet af Vesterbro,,Vesterbro-Kongens Enghave,55.66425,12.54801,Entire home/apt,950.0,3,10,0.19,1,0,5,
Bright and spacious room in unique apartment,,Frederiksberg,55.68437,12.52895,Private room,400.0,3,60,1.18,1,0,1,
Perfect family apartment with sunny terrace,,sterbro,55.70994,12.5691,Entire home/apt,1350.0,3,23,0.44,1,106,6,
Bright 2 room apartment across Nørrebro park,,Nrrebro,55.69721,12.54261,Entire home/apt,489.0,2,48,0.92,1,0,18,
Modern and spacious flat close to the city center,,Brnshj-Husum,55.70583,12.49321,Entire home/apt,600.0,3,1,0.02,1,0,0,
"Perfect location next to center, beach & airport",,Amager st,55.66186,12.61883,Entire home/apt,1100.0,10,7,0.13,1,296,0,
Østerbro - 3 Bedrooms - Nordre Frihavnsgade (1282-1),,sterbro,55.700892281959206,12.579800790996364,Entire home/apt,1643.0,1,1,0.03,179,0,0,
Central and cozy apartment!,,Nrrebro,55.68717,12.54542,Entire home/apt,550.0,4,26,0.52,1,0,7,
"2bed apartment in quiet area KBH S, close to metro",,Amager st,55.65941,12.61204,Entire home/apt,1100.0,2,6,1.64,1,313,6,
Bedroom in the heart of Copenhagen,,Indre By,55.68224,12.56565,Private room,195.0,4,14,0.27,1,2,0,
"Central, Cosy & Privat apartment, Enghave Plads",,Vesterbro-Kongens Enghave,55.66582,12.54875,Entire home/apt,950.0,4,6,0.12,1,74,2,
Homely flat in vibrant Nørrebro,,Nrrebro,55.69585,12.53918,Entire home/apt,950.0,2,11,0.21,1,26,3,
Central Copenhagen by The Lakes,,Vesterbro-Kongens Enghave,55.6733,12.55508,Private room,305.0,2,27,0.52,1,0,0,
"Big, bright and Modern Family Apartment (105 m2)",,Frederiksberg,55.69356,12.53563,Entire home/apt,1000.0,4,6,0.12,1,0,1,
Apartment Christianshavn (Central Copenhagen),,Indre By,55.67136,12.59602,Entire home/apt,1295.0,3,17,0.34,1,0,3,
Family-friendly apartment with balcony,,Frederiksberg,55.688,12.5305,Entire home/apt,675.0,210,3,0.61,1,54,3,
Lovely family house close to the beach,,Amager st,55.6586,12.62398,Entire home/apt,1300.0,4,2,0.85,1,7,2,
Urban apartment in popular Vesterbro,,Vesterbro-Kongens Enghave,55.67148,12.54763,Entire home/apt,1300.0,3,3,0.52,1,10,3,
Sunny Vesterbro apartment with balcony,,Vesterbro-Kongens Enghave,55.6697,12.55064,Entire home/apt,900.0,3,15,0.29,1,0,6,
Beautiful old villa close to metro and central Cph,,Vanlse,55.68902,12.48452,Entire home/apt,3500.0,2,10,0.26,1,20,7,
Cozy apartment with balcony in Copenhagen,,Brnshj-Husum,55.70688,12.49259,Entire home/apt,280.0,3,17,0.34,1,0,3,
Cozy sunny apartment in central Frederiksberg,,Frederiksberg,55.67923,12.51986,Entire home/apt,800.0,4,3,0.07,1,0,1,
Self builded home in the green CPH,,Vesterbro-Kongens Enghave,55.64278,12.52408,Entire home/apt,650.0,10,0,,1,0,0,
Renovated 120 m2 in central copenhagen,,Indre By,55.67774,12.59108,Entire home/apt,1100.0,6,1,0.02,2,0,0,
120 m2 newly renovated (2018) next to the harbour,,Indre By,55.67894,12.59057,Entire home/apt,1157.0,5,8,0.16,2,0,2,
Townhouse feeling in authentic Copenhagen building,,Indre By,55.68711748412549,12.583132120862263,Entire home/apt,2286.0,1,1,1.0,1,362,1,
Hyggelig lejlighed med altan,,Vanlse,55.67983,12.48784,Entire home/apt,700.0,2,19,0.37,1,54,3,
"Raw flat in the heart of Vesterbro, Copenhagen",,Vesterbro-Kongens Enghave,55.67187,12.54577,Entire home/apt,875.0,3,29,0.58,1,0,14,
Wonderful family apartment in the Latte district,,sterbro,55.70103,12.57893,Entire home/apt,1800.0,2,13,0.27,1,0,6,
