name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
"Perfectly located artist hub in Vesterbro, Cph!",,Vesterbro-Kongens Enghave,55.66657,12.54944,Private room,344.0,2,41,1.66,1,54,20,
Danish Hygge Nørrebro Art & Design Apartment,,Nrrebro,55.69005,12.56287,Entire home/apt,2029.0,5,4,0.44,1,177,4,
Lys lejlighed tæt på indre København,,Amager Vest,55.6576,12.59964,Entire home/apt,370.0,3,1,0.04,1,0,0,
Comfy and bright 2-bedroom apartment!,,Amager st,55.66182,12.60872,Entire home/apt,890.0,3,4,0.3,1,81,3,
Easy to fell home apartment,,Vesterbro-Kongens Enghave,55.65842,12.53779,Entire home/apt,800.0,2,28,1.13,1,32,12,
Stor lys lejlighed med altan,,Amager st,55.66189,12.6246,Entire home/apt,650.0,3,0,,1,0,0,
Cozy apartment in the heart of Nørrebro,,Nrrebro,55.69868,12.55123,Entire home/apt,900.0,2,23,0.93,1,316,15,
7 min to Tivoli - Venice of Copenhagen,,Vesterbro-Kongens Enghave,55.65388,12.54888,Entire home/apt,999.0,1,11,0.64,1,122,7,
Cosy apartment in central upcoming neighborhood,,Bispebjerg,55.70139,12.53284,Entire home/apt,800.0,4,14,0.56,1,78,8,
Cozy large room at Nørrebro Station/Metro,,Bispebjerg,55.70145,12.53258,Private room,400.0,2,21,0.85,1,0,20,
Scandinavian design with modern touch? Here you go,,Vesterbro-Kongens Enghave,55.65666,12.53519,Entire home/apt,900.0,4,8,0.66,1,3,8,
Unique central 220 sqm large house and garden,,Frederiksberg,55.67532,12.55372,Entire home/apt,1800.0,4,3,0.2,1,36,1,
Cosy and stylish apartment close to Nørrebro St.,,Bispebjerg,55.70109,12.53269,Entire home/apt,550.0,3,13,0.54,1,0,7,
Renovated Apartment in CPH Østebro,,sterbro,55.71034,12.56328,Entire home/apt,590.0,4,3,0.13,1,0,0,
STUDIO 1A | Hotel Apartments | 24/7 Service,,sterbro,55.715397,12.561776,Entire home/apt,887.0,1,216,9.95,1,364,144,
Flat with rooftop terrace in desirable area.,,Frederiksberg,55.68669,12.53381,Entire home/apt,750.0,2,1,0.07,2,0,0,
"Cute flat, with balcony, 1 min from underground.",,Frederiksberg,55.68597,12.53357,Entire home/apt,1100.0,2,8,1.18,2,83,8,
Fantastic villa with huge garden in quiet area,,Frederiksberg,55.67697,12.50901,Entire home/apt,5200.0,5,1,0.19,1,9,1,
Classic central Copenhagen apartment,,Vesterbro-Kongens Enghave,55.67077,12.54637,Private room,450.0,1,3,0.12,1,0,0,
Cheap room in the heart of Nørrebro,,Bispebjerg,55.70809,12.53095,Private room,550.0,3,12,1.26,1,0,12,
Frederiksberg stemning - feels like home,,Frederiksberg,55.68575,12.53125,Entire home/apt,1200.0,2,1,0.04,1,0,0,
Familievenlig lejlighed tæt på strand og by,,Amager st,55.666042,12.624946,Entire home/apt,1850.0,5,4,3.24,1,23,4,
Copenhagen Cosiness - best location and so nice!,,Indre By,55.67779,12.56772,Entire home/apt,1429.0,5,26,1.06,1,0,13,
Sun-filled & spacious flat: Perfect for families!,,Amager Vest,55.6663,12.58179,Entire home/apt,1095.0,3,0,,1,0,0,
Hel lejlighed i hjertet af Østerbro,,sterbro,55.7027,12.58665,Entire home/apt,391.0,2,33,1.35,1,1,17,
New renovated apartment in the heart of Copenhagen,,Frederiksberg,55.68633,12.53129,Entire home/apt,1200.0,5,9,0.65,1,89,7,
Great family apartment in the perfect location!,,Frederiksberg,55.67862,12.53273,Entire home/apt,2250.0,5,1,0.48,1,128,1,
Modern large apartment with seaview close to Metro,,sterbro,55.70555,12.59108,Entire home/apt,1500.0,4,11,0.74,1,155,5,
Beautiful apartment in central CPH with balcony,,Vesterbro-Kongens Enghave,55.66989,12.55425,Entire home/apt,1600.0,2,19,0.78,1,33,11,
Cosy 2-bedroom apartment in central Copenhagen,,Nrrebro,55.68638,12.54667,Entire home/apt,900.0,2,18,1.31,1,9,16,
Brand New ground floor Nordhavn Apt near CIS/UN,,sterbro,55.70823,12.59828,Entire home/apt,2113.0,3,26,1.3,1,0,18,
Stylish & stunningly bright home w 2 balconies ☀️☀️☀️,,Amager st,55.66365,12.6082,Entire home/apt,650.0,10,3,0.21,1,0,2,
Cosy apartment in Copenhagen mini-Amsterdam,,Vesterbro-Kongens Enghave,55.64591,12.55091,Entire home/apt,950.0,3,3,0.99,1,28,3,
Cosy apartment in the center of Copenhagen,,Vesterbro-Kongens Enghave,55.66814,12.55135,Entire home/apt,550.0,1,22,1.29,1,0,13,
Cool design apartment with sunnyside balcony,,Indre By,55.68078,12.56281,Entire home/apt,995.0,2,0,,1,0,0,
Cozy atmosphere apartment for 1-2 persons,,Vesterbro-Kongens Enghave,55.65071,12.52379,Entire home/apt,599.0,3,19,0.88,1,1,18,
Cute designer's apartment,,Nrrebro,55.6875,12.54587,Entire home/apt,950.0,3,2,0.62,1,33,2,
"Appartment close to mtr, airport and the center",,Amager st,55.66687,12.61723,Entire home/apt,400.0,5,1,0.04,1,0,0,
Rummelig bolig centralt på Østerbro,,sterbro,55.69934,12.58139,Entire home/apt,950.0,4,8,0.34,1,0,7,
God til turister,,Nrrebro,55.69026,12.54419,Entire home/apt,750.0,1,3,0.2,1,0,1,
Japanese Single Pod in Woodah Boutique Hostel,,Vesterbro-Kongens Enghave,55.67188,12.55802,Shared room,411.0,1,230,9.48,1,297,197,
Close to Norreport st and walking street.,,Indre By,55.68233,12.57225,Private room,450.0,1,65,2.94,5,111,64,
Bright lighted apartment close to metro,,Amager Vest,55.6554,12.59631,Entire home/apt,750.0,3,0,,2,0,0,
apartment in Østerbro,,sterbro,55.71074,12.5701,Entire home/apt,864.0,2,7,0.51,1,77,6,
"Big, light and comfy flat in Copenhagen (Østerbro)",,Nrrebro,55.70756,12.55513,Entire home/apt,1200.0,2,27,1.14,1,8,14,
Spacious 103M2 apartment with a beautiful view.,,Amager Vest,55.65871,12.5683,Entire home/apt,1264.0,5,0,,1,0,0,
Room with balcony in Central Copenhagen,,Vesterbro-Kongens Enghave,55.67219,12.54549,Private room,580.0,1,7,0.29,3,0,2,
Familievenligt rækkehus med fantastisk natur,,Amager Vest,55.62638,12.57152,Entire home/apt,800.0,5,2,0.74,1,0,2,
"By the Lakes 1,5 Bedroom for 6 - Into This Place",,Indre By,55.67828,12.56137,Entire home/apt,1766.0,1,33,1.39,13,344,25,
★CPH's Finest - 220SQM Luxury Apt - City central!★,,Indre By,55.68292,12.57614,Entire home/apt,1952.0,2,45,1.84,11,322,24,
Cozy & modern apartment in central Copenhagen,,Nrrebro,55.68578,12.55821,Entire home/apt,700.0,2,1,0.04,2,0,0,
"★220sqm Designer Apt-Balcony, Heart of Copenhagen★",,Indre By,55.68292,12.57614,Entire home/apt,2918.0,2,65,2.71,11,317,42,
★Extreme luxury Apt - Heart of CPH - Own Balcony★,,Indre By,55.68292,12.57614,Entire home/apt,1888.0,2,55,2.24,11,322,35,
"★4BR, Balcony, EXTREME LOCATION and Designer Apt★",,Indre By,55.68292,12.57614,Entire home/apt,2053.0,2,69,2.98,11,310,50,
★120SQM Amazing modern Apt. Heart of Copenhagen!★,,Indre By,55.67802,12.57091,Entire home/apt,2123.0,2,76,3.15,11,352,44,
Herskabslejlighed i København K,,Indre By,55.67946,12.56254,Entire home/apt,1500.0,2,7,0.29,1,1,2,
Cozy top rated apartment close to citycentre,,Vesterbro-Kongens Enghave,55.6586,12.53934,Entire home/apt,1078.0,3,2,0.09,1,298,0,
"★Prime location of CPH, near metro, w. Balcony★",,Indre By,55.68058,12.56251,Entire home/apt,1200.0,3,29,1.61,1,9,17,
Cozy apartment with big balcony/central,,Bispebjerg,55.70124,12.52908,Entire home/apt,650.0,5,10,0.42,1,5,3,
Central Charming Townhouse w/ private deck garden,,Indre By,55.6895,12.57426,Entire home/apt,700.0,7,3,0.13,1,0,2,
Spacious apartment in the heart of Vesterbro,,Vesterbro-Kongens Enghave,55.66600755984015,12.55523122535847,Entire home/apt,1299.0,1,3,1.84,1,280,3,
★ 110 sqm Extravagant LUXURY Apt. - heart of CPH★,,Indre By,55.67472,12.57532,Entire home/apt,1068.0,2,44,1.83,11,316,30,
Cosy apartment with balcony in Vesterbro,,Vesterbro-Kongens Enghave,55.67172,12.54541,Entire home/apt,1436.0,2,3,0.49,3,0,3,
Small cozy apartment,,Amager st,55.66463,12.60539,Entire home/apt,753.0,1,11,0.46,1,163,3,
Vidunderligt byhus oase på Østerbro,,sterbro,55.70274,12.57395,Entire home/apt,1595.0,2,4,0.43,1,270,4,
Cozy apartment with 2 bikes in super neighborhood,,Nrrebro,55.6924,12.54209,Entire home/apt,890.0,21,55,2.48,1,33,35,
"Bright, quiet & cozy apartment in cool area",,Nrrebro,55.69262,12.56102,Entire home/apt,907.0,5,9,1.68,1,11,9,
"Luksus lejlighed tæt på strand, centrum og  natur",,Amager st,55.66583,12.60991,Entire home/apt,1113.0,2,40,1.66,1,1,13,
WHITE DOUPLEX CHARM: big flat in the city centre,,Indre By,55.67919,12.57781,Entire home/apt,2064.0,2,47,2.24,2,197,38,
2 Værelses lejlighed med Rooftop adgang.,,Valby,55.6572,12.50245,Entire home/apt,490.0,1,6,0.25,1,0,0,
Authentic 53m2 apartment in central Vesterbro,,Vesterbro-Kongens Enghave,55.66968,12.54247,Entire home/apt,934.0,2,6,0.41,1,104,4,
Long term rent - room in Frederiksberg,,Frederiksberg,55.67877,12.50589,Private room,200.0,60,0,,2,0,0,
Stylish apartment in the best part of Nørrebro,,Nrrebro,55.6845,12.55719,Entire home/apt,821.0,1,1,0.08,1,0,0,
GLASS CEILING: retro apartment in the city centre,,Indre By,55.67689,12.57649,Entire home/apt,2027.0,2,29,1.31,2,0,12,
Stort værelse i grønne omgivelser tæt ved S-tog,,Valby,55.66218,12.48089,Private room,480.0,12,0,,1,0,0,
Apartment in The Heart of Copenhagen,,Indre By,55.68431,12.5723,Entire home/apt,1100.0,7,2,0.73,1,78,2,
Bright and nice room close to center,,Vesterbro-Kongens Enghave,55.66591,12.54089,Private room,500.0,4,4,0.18,2,0,1,
Two-floor newly renovated and spacious apartment,,Bispebjerg,55.70769,12.53757,Entire home/apt,450.0,2,3,0.13,1,0,1,
Tour de France lejlighed med udsigt på ruten! :)),,Nrrebro,55.69119,12.56233,Entire home/apt,1200.0,1,44,1.87,1,6,13,
Copenhagen bohemian luxury flat in Queens Quarters,,Indre By,55.68404,12.58733,Entire home/apt,495.0,150,2,0.2,1,89,2,
Cool and cosy townhouse in city,,sterbro,55.70886,12.55904,Entire home/apt,2143.0,4,7,2.76,1,159,7,
Fantastic Scandinavian Apartment,,Amager Vest,55.65546,12.60366,Entire home/apt,1000.0,3,1,0.07,1,0,0,
Bo i centrum af København,,Indre By,55.68968,12.57322,Entire home/apt,1050.0,1,9,0.84,1,169,9,
"★ 170SQM Apt. 50M to Main Street, Metro & canals ★",,Indre By,55.67859,12.5822,Entire home/apt,1627.0,2,88,3.77,11,321,59,
★180SQM Luxury Apt. City center - 50M to metro! ★,,Indre By,55.67746,12.58185,Entire home/apt,1386.0,2,88,3.73,11,330,48,
"HOUSEBOAT, VACATION ON THE SEA!",,Indre By,55.68809,12.61128,Entire home/apt,2975.0,3,3,0.21,1,0,1,
Skøn lejlighed på Nørrebro med god udsigt!,,Nrrebro,55.70001169802592,12.545898891985416,Entire home/apt,829.0,3,2,2.0,1,31,2,
"Cozy, light and spacious 60m2 apartment",,Bispebjerg,55.7012,12.52894,Entire home/apt,871.0,2,33,1.44,1,45,13,
"Moderne bolig ved natur, tæt på metro og centrum",,Amager Vest,55.62001,12.56764,Entire home/apt,650.0,4,0,,1,0,0,
Lovely studio flat 200 m from the Copenhagen metro,,Vanlse,55.689274,12.491085,Entire home/apt,480.0,2,29,5.4,1,12,29,
Skøn nyrenoveret 1-værelses lejlighed på Vesterbro,,Vesterbro-Kongens Enghave,55.67265,12.55118,Entire home/apt,1129.0,2,11,0.52,1,0,4,
EKSKLUSIVT DOBBELT VÆRELSE M/BALKON,,Valby,55.653,12.48753,Private room,400.0,92,0,,1,365,0,
Wonderful Copenhagen,,sterbro,55.70151,12.58268,Entire home/apt,900.0,4,4,0.43,1,100,4,
Skøn lejlighed midt på Nørrebro,,Nrrebro,55.6940231,12.5441557,Entire home/apt,875.0,3,1,0.53,2,10,1,
Lejlighed i det populære Stefansgadekvarter.,,Nrrebro,55.69452,12.54304,Entire home/apt,550.0,1,3,0.33,2,0,3,
"Great  balcony park views, perfect with children",,Nrrebro,55.68861,12.54567,Entire home/apt,1800.0,4,4,1.01,1,96,4,
Skøn lejlighed i hjertet af København,,Indre By,55.69148,12.57534,Entire home/apt,938.0,4,1,0.48,1,1,1,
Charming rooftop apartment with private terrace,,Vesterbro-Kongens Enghave,55.66782,12.54789,Entire home/apt,4000.0,2,17,1.28,1,250,15,
Appartment not available anymore,,Amager Vest,55.63208,12.57173,Private room,1500.0,10,0,,1,173,0,
"Cozy apartment in Nørrebro, Copenhagen.",,Nrrebro,55.6974,12.54627,Entire home/apt,900.0,2,2,0.36,1,0,2,
"Værelse, stue og altan midt på Vesterbro",,Vesterbro-Kongens Enghave,55.67177,12.54863,Private room,500.0,2,0,,1,0,0,
Boheme Garden Villa in CPH City,,Amager Vest,55.64735,12.58688,Entire home/apt,2000.0,2,9,1.44,1,13,9,
"Apartment with back yard in Frederiksberg, CPH",,Frederiksberg,55.68553,12.53614,Entire home/apt,1300.0,2,1,1.0,1,43,1,
Lys lejlighed i Valby,,Valby,55.65208,12.49019,Entire home/apt,400.0,1,1,0.04,1,0,0,
Rummelig smuk lejlighed i hjertet af Frederiksberg,,Frederiksberg,55.67834,12.53398,Entire home/apt,650.0,2,0,,1,0,0,
Childfriendly apartment with small terace,,Nrrebro,55.70116,12.54567,Entire home/apt,750.0,4,6,0.41,1,0,4,
"Hyggelig 2-værelses lejlighed på Amager, København",,Amager st,55.65256,12.61252,Entire home/apt,850.0,2,4,0.27,1,5,2,
Cozy apartment with perfect location,,Nrrebro,55.70321,12.54484,Entire home/apt,799.0,3,0,,1,0,0,
High-ceilinged apartment on inner Østerbro,,sterbro,55.70159,12.58072,Entire home/apt,1200.0,2,0,,1,0,0,
Spacious and green apartment in Nørrebro,,Nrrebro,55.70209,12.54919,Entire home/apt,800.0,3,3,0.21,1,0,0,
Family-friendly flat at the foot of The Bird Hill,,Frederiksberg,55.69503,12.5303,Entire home/apt,417.0,10,5,0.64,1,0,5,
Luxurious designer appartment by the water,,Vesterbro-Kongens Enghave,55.64664,12.54769,Entire home/apt,1115.0,4,7,0.32,1,21,5,
"Modern Apartment, lots of HYGGE, 4 stops from city",,Valby,55.65658,12.51326,Entire home/apt,700.0,1,2,0.12,1,0,0,
Surrounded by warter in Copenhagen.,,Vesterbro-Kongens Enghave,55.64604,12.55459,Entire home/apt,1500.0,6,0,,1,160,0,
Beautiful and very bright Frederiksberg apartment,,Frederiksberg,55.6771,12.50487,Entire home/apt,600.0,20,0,,1,0,0,
55 sqm bright apartment in Østerbro Copenhagen,,sterbro,55.7075,12.56008,Entire home/apt,750.0,5,7,0.37,2,139,4,
"Beautiful, spacious apartment in lovely Vesterbro",,Vesterbro-Kongens Enghave,55.67023,12.54423,Entire home/apt,1000.0,2,0,,1,0,0,
Room in central CPH close to main central station,,Vesterbro-Kongens Enghave,55.66849,12.54865,Private room,700.0,1,2,0.16,1,309,1,
Cosy apartment with two balconies,,Nrrebro,55.69815,12.55071,Entire home/apt,1200.0,3,3,0.9,1,236,3,
New renovated central apartment with balcony,,sterbro,55.7285,12.56403,Entire home/apt,995.0,2,0,,1,83,0,
Spacious and bright room in central location,,sterbro,55.7005,12.58005,Private room,223.0,3,0,,1,0,0,
Best Location lovely neighbourhood,,Frederiksberg,55.672,12.54185,Entire home/apt,1000.0,4,8,0.55,2,0,5,
Værelser med eget badeværelse og egen indgang,,Amager Vest,55.63155,12.58758,Private room,488.0,2,0,,2,251,0,
Cozy top floor 1-roomer in Brønshøj close to all,,Vanlse,55.69748,12.49791,Entire home/apt,709.0,2,31,2.61,1,0,31,
Copenhagen - Gardenhouse,,Vanlse,55.69199,12.50045,Entire home/apt,2000.0,3,1,0.3,1,362,1,
Personlig 3-værelses på Bryggens hyggeligste gade,,Amager Vest,55.66878,12.57999,Entire home/apt,799.0,3,0,,2,0,0,
Bright & elegant place in the vibrant Vesterbro,,Vesterbro-Kongens Enghave,55.67176,12.55826,Entire home/apt,1100.0,6,4,0.81,1,12,4,
Møbleret 2 værelses lejlighed,,Nrrebro,55.70133,12.55204,Entire home/apt,375.0,4,3,0.13,1,0,0,
Apartment in Frederiksberg C With free Parking,,Frederiksberg,55.67274,12.54423,Entire home/apt,1000.0,4,6,0.66,1,0,6,
Appartment close to metro and beach,,Amager st,55.66119,12.60783,Entire home/apt,1000.0,2,8,0.59,2,6,5,
Private Room on Østerbro,,sterbro,55.70644,12.5607,Private room,700.0,5,2,0.1,2,23,0,
Private room in the heart of Frederiksberg,,Frederiksberg,55.68265,12.535,Private room,477.0,1,0,,1,0,0,
Central apartment with roof top,,Vesterbro-Kongens Enghave,55.670130415211815,12.5600296024569,Entire home/apt,915.0,3,5,2.03,1,6,5,
60 m2 light and newly renovated apartment,,Amager Vest,55.65419,12.60074,Entire home/apt,3000.0,1,0,,2,365,0,
Cozy big apartment in the hipster area,,Nrrebro,55.68644,12.551,Private room,520.0,2,0,,1,0,0,
"Homey apartment, right next to Metro:",,Nrrebro,55.70409,12.55218,Entire home/apt,800.0,4,1,0.04,1,0,0,
Zoku Loft - Home/Office Hybrid - Hotel Stay,,Amager Vest,55.65659,12.59177,Entire home/apt,1553.0,1,26,1.56,6,342,15,
Zoku Loft XL - Home/Office Hybrid - Hotel Stay,,Amager Vest,55.65657,12.59177,Entire home/apt,1710.0,1,3,0.28,6,342,3,
Vores hyggelige lejlighed på Indre Østerbro,,sterbro,55.70538,12.58447,Entire home/apt,900.0,4,0,,1,0,0,
Unique exclusive harbor-apartment in Copenhagen,,Vesterbro-Kongens Enghave,55.66098,12.56352,Entire home/apt,6000.0,2,0,,1,0,0,
Charmerende og central lejlighed,,Nrrebro,55.70673,12.55661,Entire home/apt,700.0,2,24,1.08,1,0,14,
Lys og lækker lejlighed med altan på Nørrebro,,Nrrebro,55.70614,12.55058,Entire home/apt,500.0,3,12,0.88,1,2,10,
Quite apartment direct access to downtown/nature,,Bispebjerg,55.7056,12.52053,Entire home/apt,400.0,21,1,0.05,1,0,0,
Unique flat in Nyhavn with private rooftop,,Indre By,55.68012,12.59197,Entire home/apt,1503.0,4,33,1.5,1,1,14,
Cozy studio apartment in the heart of Copenhagen,,Amager Vest,55.66593,12.57843,Entire home/apt,549.0,3,1,0.07,1,0,0,
Fed lejlighed i hjertet af Vesterbro,,Vesterbro-Kongens Enghave,55.67071677065224,12.556979719573656,Entire home/apt,1000.0,1,0,,1,10,0,
"Central, cosy Nørrebro appartment",,Nrrebro,55.68559,12.54829,Entire home/apt,500.0,1,0,,1,0,0,
Penthouse flat with amazing views next to metro,,Amager Vest,55.63371,12.58244,Entire home/apt,1350.0,3,23,1.23,1,0,14,
"Small, modern apartment in the heart of Vesterbro.",,Vesterbro-Kongens Enghave,55.66962,12.54688,Entire home/apt,1488.0,3,16,1.13,1,267,10,
"3 bedroom apartment in trendy Nørrebro, Copenhagen",,Nrrebro,55.69177,12.55387,Entire home/apt,775.0,4,0,,1,0,0,
"Hyggelig, nyrenoveret lejlighed tæt på by og natur",,Amager Vest,55.66628,12.59628,Entire home/apt,380.0,1,14,0.66,1,0,5,
Apartment in Valby(Copenhagen),,Valby,55.6583,12.5051,Entire home/apt,950.0,3,10,0.86,1,0,10,
Charming Valby apartment,,Valby,55.66058,12.51344,Entire home/apt,1000.0,12,0,,1,0,0,
4 rooms apartman in Copenhagen,,Valby,55.6548,12.50477,Entire home/apt,1300.0,14,0,,1,0,0,
Lejlighed på Amager,,Amager st,55.65494,12.61241,Entire home/apt,771.0,3,2,0.15,1,0,0,
Nørrebro apartment,,Nrrebro,55.68947,12.56092,Entire home/apt,1500.0,1,12,0.83,1,0,7,
11m2 private room in 110m2 apartment,,Amager Vest,55.65536,12.59199,Private room,215.0,5,0,,1,0,0,
"Cozy apartment Frederiksberg, close to metro",,Frederiksberg,55.68522,12.53658,Entire home/apt,886.0,1,14,1.3,1,42,14,
Studio in the heart of Copenhagen,,Indre By,55.6827,12.57345,Entire home/apt,1007.0,3,33,1.75,1,1,32,
Hyggelig lejlighed centralt på Østerbro,,sterbro,55.70466,12.57936,Entire home/apt,1000.0,2,14,0.68,1,54,5,
Sunny and peaceful apartment close to Frb Garden,,Frederiksberg,55.67907,12.52521,Entire home/apt,600.0,3,4,0.19,1,0,0,
Cosy 3 room apartment in the heart of Nørrebro,,Nrrebro,55.69653,12.54997,Entire home/apt,978.0,2,31,1.67,1,1,22,
"Cosy apartment in Copenhagen, area: Nørrebro",,Nrrebro,55.70006,12.5469,Entire home/apt,871.0,3,19,1.06,1,1,12,
Bright & spacious Aptm 15mins from the center,,Amager st,55.65084,12.63355,Entire home/apt,900.0,2,4,0.19,1,0,0,
Hyggelig taglejlighed på Østerbro,,sterbro,55.71337693884808,12.5683532944208,Entire home/apt,855.0,1,0,,1,21,0,
Charming 2room apartment in Copenhagen City Center,,Indre By,55.68478,12.58956,Entire home/apt,914.0,3,8,0.49,1,80,5,
Newly renovated wonderful light apartment on,,Indre By,55.67725,12.57298,Entire home/apt,7429.0,1,2,0.13,82,0,0,
Cozy cute apartment for christmas,,Vesterbro-Kongens Enghave,55.65251,12.53139,Entire home/apt,500.0,3,0,,1,0,0,
Family home in most beautiful part of central CPH,,Indre By,55.69406,12.57661,Entire home/apt,1000.0,7,0,,1,0,0,
Warm and cozy two store apartment,,sterbro,55.72066,12.56321,Private room,300.0,1,0,,1,0,0,
Cozy apartment located in the heart of Copenhagen,,Indre By,55.68198,12.57445,Entire home/apt,999.0,6,0,,1,0,0,
"2 bedroom light, modern apartment with balcony",,Valby,55.6588,12.51207,Entire home/apt,7429.0,1,0,,82,0,0,
The Amerika Plads apartment is located on,,sterbro,55.70027,12.59534,Entire home/apt,7429.0,1,0,,82,0,0,
Modern spacious 3 bedroom apartment at Richard Mor,,Amager Vest,55.62272,12.57161,Entire home/apt,7429.0,1,0,,82,0,0,
Modern spacious 3 bedroom apartment at Ricahrd Mor,,Amager Vest,55.62262,12.57246,Entire home/apt,7429.0,1,0,,82,0,0,
Studio apartment on Robert Jacobsens Vej,,Amager Vest,55.61972,12.57349,Entire home/apt,7429.0,1,0,,82,0,0,
Modern bright 2 bedroom apartment by the harbour,,Vesterbro-Kongens Enghave,55.64782,12.55258,Entire home/apt,7429.0,1,1,0.08,82,0,0,
2 bedroom apartment at the Copenhagen Harbor.,,Vesterbro-Kongens Enghave,55.64809,12.55273,Entire home/apt,7429.0,1,0,,82,0,0,
3 bedroom apartment at Margretheholmsvej with balc,,Indre By,55.68635,12.61454,Entire home/apt,7429.0,1,0,,82,0,0,
Spacious and modern newly built 3 bedroom apartmen,,Amager Vest,55.6175,12.5694,Entire home/apt,7429.0,1,0,,82,0,0,
Modern 102 sqm. 3 bedroom apartment situated in a,,Vesterbro-Kongens Enghave,55.65109,12.55555,Entire home/apt,7429.0,1,2,0.15,82,0,0,
3 bedroom apartment at Margretheholmsvej with,,Indre By,55.68467,12.61665,Entire home/apt,7429.0,1,0,,82,0,0,
Modern 3 bedroom apartment with balcony at the Cop,,Vesterbro-Kongens Enghave,55.64876,12.554,Entire home/apt,7429.0,1,0,,82,0,0,
"LOVELY ROOM, BALCONY, CENTRAL, SUNNY, FREE PARKING",,Brnshj-Husum,55.706779,12.500888,Private room,556.0,14,9,0.87,2,63,9,
MODERNIZED VILLA / CENTRAL / SUNNY / FREE PARKING,,Brnshj-Husum,55.70789,12.50047,Entire home/apt,1700.0,4,1,0.55,2,0,1,
Modern spacious 3 bedroom apartment at Richard,,Amager Vest,55.62388,12.57037,Entire home/apt,7429.0,1,0,,82,0,0,
Modern spacious 3 bedroom apartment at Richard,,Amager Vest,55.62474,12.57161,Entire home/apt,7429.0,1,0,,82,0,0,
Nyrenoveret lejlighed i Nørrebro centrum,,Nrrebro,55.69356,12.56483,Entire home/apt,685.0,5,3,0.14,1,0,2,
Comfy one bedroom apartment in  Nørrebro,,Nrrebro,55.69283,12.55163,Entire home/apt,350.0,3,0,,1,0,0,
Stort og lyst privat værelse med en King Bed,,Vesterbro-Kongens Enghave,55.66407,12.55581,Private room,400.0,2,4,0.27,1,0,0,
Cozy room in apartment 5 min from the city center.,,Amager st,55.66247,12.60975,Entire home/apt,650.0,2,1,0.08,1,0,1,
Maritime harmony in the city surrounded by nature,,Vesterbro-Kongens Enghave,55.651,12.55542,Entire home/apt,1600.0,4,3,1.11,1,0,3,
Spacious 130 sqm 4 bedroom apartment located in,,Vesterbro-Kongens Enghave,55.64913,12.55306,Entire home/apt,7429.0,1,0,,82,0,0,
Stor og lækker lejlighed på Frederiksberg,,Frederiksberg,55.67578,12.53943,Entire home/apt,600.0,2,1,0.05,1,0,0,
Cozy loft apartment in villa-house + Free bikes,,Amager st,55.65326,12.62139,Entire home/apt,800.0,4,22,1.03,1,0,8,
Eksklusiv lejlighed til langtidsudlejning,,Valby,55.65319,12.50513,Entire home/apt,1000.0,56,0,,1,0,0,
Modern spacious 3 bedroom apartment at Richard,,Amager Vest,55.62255,12.5702,Entire home/apt,7429.0,1,0,,82,0,0,
"Big ☀️ balcony, minimalistic interior 🧘🏼‍♀️, Netto ⬇️",,Amager st,55.65751,12.61052,Entire home/apt,595.0,3,5,0.23,1,6,2,
Modern and spacious 4 room apartment with private,,Vesterbro-Kongens Enghave,55.64665,12.55145,Entire home/apt,7429.0,1,0,,82,0,0,
2 bedroom apartment with balcony in Valby,,Valby,55.65505,12.50405,Entire home/apt,7429.0,1,0,,82,0,0,
Modern newly built apartment by the harbour,,Vesterbro-Kongens Enghave,55.64854,12.55104,Entire home/apt,7429.0,1,0,,82,0,0,
Cozy new apartment in popular area,,Vesterbro-Kongens Enghave,55.64795,12.55288,Entire home/apt,7429.0,1,0,,82,0,0,
Spacious and bright 3 bedroom apartment in the Sou,,Vesterbro-Kongens Enghave,55.64907,12.55311,Entire home/apt,7429.0,1,0,,82,4,0,
Large modern 3 bedroom apartment in the,,Vesterbro-Kongens Enghave,55.64984,12.5532,Entire home/apt,7429.0,1,0,,82,0,0,
Modern and spacious 4 room apartment with private,,Vesterbro-Kongens Enghave,55.64612,12.55068,Entire home/apt,7429.0,1,0,,82,0,0,
Modern and spacious 2 bedroom apartment located in,,Valby,55.65514,12.50454,Entire home/apt,7429.0,1,1,0.07,82,0,0,
Modern and spacious 2 bedroom apartment located in,,Valby,55.65518,12.50249,Entire home/apt,7429.0,1,0,,82,0,0,
3 bedroom apartment at the Copenhagen Harbor.,,Vesterbro-Kongens Enghave,55.64907,12.5526,Entire home/apt,7429.0,1,0,,82,0,0,
Amazing apartment in Copenhagen S with WiFi,,Amager Vest,55.62466,12.57077,Entire home/apt,7429.0,1,0,,82,0,0,
Lovely room in cosy Copenhagen,,Bispebjerg,55.70576,12.52561,Private room,335.0,14,0,,1,328,0,
Modern and spacious 4 room apartment with private,,Vesterbro-Kongens Enghave,55.6452,12.55333,Entire home/apt,7429.0,1,0,,82,0,0,
2 etager på toppen af Vesterbro - udsigt over byen,,Vesterbro-Kongens Enghave,55.66975,12.54421,Entire home/apt,744.0,3,0,,1,0,0,
Cocoon - charming houseboat in Copenhagen City,,Indre By,55.67956,12.60265,Entire home/apt,1700.0,2,27,1.36,1,27,18,
